Name,Value.1. open,Value.2. high,Value.3. low,Value.4. close,Value.5. volume
2018-08-30 14:59:00,225.2100,225.2500,225.1100,225.1201,113729
2018-08-30 14:58:00,225.3000,225.3600,225.1600,225.2000,90328
2018-08-30 14:57:00,225.4010,225.4010,225.2300,225.2900,128729
2018-08-30 14:56:00,225.4300,225.5100,225.3601,225.4000,101065
2018-08-30 14:55:00,225.6100,225.6500,225.4300,225.4400,115104
2018-08-30 14:54:00,225.6000,225.6300,225.5300,225.6000,79335
2018-08-30 14:53:00,225.6700,225.6800,225.4700,225.5700,130690
2018-08-30 14:52:00,225.6100,225.6700,225.5700,225.6690,107668
2018-08-30 14:51:00,225.9000,225.9400,225.6300,225.6300,108057
2018-08-30 14:50:00,225.9800,226.0538,225.8900,225.9000,92136
2018-08-30 14:49:00,226.1917,226.2001,225.8600,225.9700,97318
2018-08-30 14:48:00,226.2500,226.2600,226.0900,226.1900,70375
2018-08-30 14:47:00,226.1200,226.2800,226.1200,226.2300,79753
2018-08-30 14:46:00,226.0000,226.1400,225.9850,226.1399,93914
2018-08-30 14:45:00,225.8000,226.0300,225.7619,226.0100,129146
2018-08-30 14:44:00,226.1000,226.1200,225.7500,225.7600,120033
2018-08-30 14:43:00,225.9000,226.1600,225.9000,226.1250,89260
2018-08-30 14:42:00,226.2200,226.2302,225.9200,225.9200,148395
2018-08-30 14:41:00,226.1800,226.2602,226.0789,226.2400,117688
2018-08-30 14:40:00,226.4600,226.4600,226.1500,226.1800,115899
2018-08-30 14:39:00,226.6001,226.6050,226.4700,226.4700,107304
2018-08-30 14:38:00,226.6900,226.7400,226.5900,226.6200,99670
2018-08-30 14:37:00,226.7000,226.7500,226.4800,226.6900,142485
2018-08-30 14:36:00,226.7400,226.7773,226.6400,226.7300,94132
2018-08-30 14:35:00,226.6500,226.7200,226.5800,226.7200,57385
2018-08-30 14:34:00,226.7100,226.7500,226.5300,226.6500,121275
2018-08-30 14:33:00,226.7065,226.8300,226.6200,226.7500,184476
2018-08-30 14:32:00,226.5900,226.7199,226.5010,226.7199,134180
2018-08-30 14:31:00,226.1650,226.6100,226.1650,226.5800,185207
2018-08-30 14:30:00,226.0800,226.3000,226.0200,226.1700,120598
2018-08-30 14:29:00,226.1700,226.2300,225.9800,226.1000,232340
2018-08-30 14:28:00,225.8400,226.1900,225.7800,226.1100,145612
2018-08-30 14:27:00,225.7400,225.9800,225.6520,225.8900,281112
2018-08-30 14:26:00,226.1000,226.1000,225.7500,225.7500,217959
2018-08-30 14:25:00,226.0100,226.2000,226.0100,226.0800,195700
2018-08-30 14:24:00,226.1300,226.3000,225.9600,226.0000,322495
2018-08-30 14:23:00,226.6200,226.6200,226.0800,226.1200,341061
2018-08-30 14:22:00,226.6500,226.8700,226.6500,226.6800,847071
2018-08-30 14:21:00,226.9300,226.9800,226.5900,226.6400,434041
2018-08-30 14:20:00,227.1500,227.1500,226.9200,226.9500,376636
2018-08-30 14:19:00,227.3300,227.3499,227.1000,227.1301,282017
2018-08-30 14:18:00,227.6500,227.6700,227.3300,227.3400,412832
2018-08-30 14:17:00,228.0600,228.0900,227.6500,227.6600,186965
2018-08-30 14:16:00,228.1190,228.1920,228.0525,228.0700,108082
2018-08-30 14:15:00,228.1490,228.2500,228.1000,228.1100,143923
2018-08-30 14:14:00,228.0210,228.1739,228.0210,228.1700,120824
2018-08-30 14:13:00,227.9400,228.1000,227.8900,228.0700,126524
2018-08-30 14:12:00,227.8000,227.9800,227.8000,227.9800,72786
2018-08-30 14:11:00,227.7800,227.8500,227.7800,227.8400,31173
2018-08-30 14:10:00,227.7100,227.8600,227.7000,227.8100,73663
2018-08-30 14:09:00,227.7300,227.7899,227.6800,227.6800,54007
2018-08-30 14:08:00,227.8400,227.8601,227.7100,227.7500,47540
2018-08-30 14:07:00,227.7700,227.8700,227.7320,227.8499,65985
2018-08-30 14:06:00,227.9730,228.0100,227.7500,227.7500,114551
2018-08-30 14:05:00,228.0300,228.1650,227.8900,227.9700,170256
2018-08-30 14:04:00,227.8900,228.0600,227.8850,228.0500,210314
2018-08-30 14:03:00,227.8000,227.8700,227.8000,227.8610,51163
2018-08-30 14:02:00,227.8050,227.8100,227.6900,227.7900,55486
2018-08-30 14:01:00,227.8600,227.8651,227.7800,227.8198,49448
2018-08-30 14:00:00,227.7732,227.9500,227.7600,227.8800,107960
2018-08-30 13:59:00,227.7800,227.7800,227.6700,227.7637,38409
2018-08-30 13:58:00,227.6699,227.8400,227.6600,227.7600,157481
2018-08-30 13:57:00,227.6404,227.7500,227.6400,227.6800,66607
2018-08-30 13:56:00,227.5000,227.6700,227.3900,227.6400,145202
2018-08-30 13:55:00,227.4800,227.5940,227.4610,227.5000,54715
2018-08-30 13:54:00,227.6100,227.6200,227.4704,227.4801,108370
2018-08-30 13:53:00,227.6600,227.6900,227.6150,227.6200,70627
2018-08-30 13:52:00,227.7800,227.9290,227.7000,227.7100,96962
2018-08-30 13:51:00,227.5400,227.8050,227.5350,227.8050,74215
2018-08-30 13:50:00,227.6198,227.7300,227.5300,227.5300,115630
2018-08-30 13:49:00,227.9800,228.0000,227.6100,227.6100,260781
2018-08-30 13:48:00,227.9900,228.0000,227.9400,228.0000,87587
2018-08-30 13:47:00,227.9800,228.0000,227.9668,227.9900,109860
2018-08-30 13:46:00,227.9500,228.0000,227.9000,227.9300,127529
2018-08-30 13:45:00,227.9800,228.0000,227.9500,227.9500,104120
2018-08-30 13:44:00,227.9400,228.0000,227.8700,227.9565,184521
2018-08-30 13:43:00,227.6560,227.9900,227.6300,227.9700,206423
2018-08-30 13:42:00,227.6200,227.7190,227.6000,227.6600,54155
2018-08-30 13:41:00,227.5800,227.6000,227.5050,227.5900,126474
2018-08-30 13:40:00,227.8500,227.8700,227.5800,227.5800,103096
2018-08-30 13:39:00,227.6750,227.8500,227.6700,227.8400,139306
2018-08-30 13:38:00,227.4200,227.6550,227.4200,227.6500,127531
2018-08-30 13:37:00,227.3251,227.4200,227.3251,227.3920,59289
2018-08-30 13:36:00,227.4031,227.4200,227.3000,227.3200,83065
2018-08-30 13:35:00,227.3600,227.4400,227.3000,227.3888,65786
2018-08-30 13:34:00,227.3500,227.3700,227.2600,227.3500,101612
2018-08-30 13:33:00,227.4300,227.4700,227.3100,227.3100,60472
2018-08-30 13:32:00,227.5199,227.6100,227.3843,227.4300,115402
2018-08-30 13:31:00,227.5600,227.6200,227.4900,227.5100,81071
2018-08-30 13:30:00,227.6800,227.7300,227.4700,227.5400,117969
2018-08-30 13:29:00,227.5599,227.6800,227.5100,227.6800,100529
2018-08-30 13:28:00,227.2854,227.5482,227.2854,227.5482,125345
2018-08-30 13:27:00,227.3900,227.3900,227.3000,227.3177,76871
2018-08-30 13:26:00,227.4747,227.4790,227.3301,227.3700,130832
2018-08-30 13:25:00,227.4600,227.4899,227.3900,227.4600,121193
2018-08-30 13:24:00,227.6500,227.6800,227.4500,227.4700,188236
2018-08-30 13:23:00,227.7700,227.7700,227.6300,227.6510,164063
2018-08-30 13:22:00,227.7700,227.8700,227.7000,227.7600,173173
2018-08-30 13:21:00,227.5700,227.8000,227.5700,227.7940,213469
2018-08-30 13:20:00,227.4395,227.6500,227.4110,227.5800,212359
2018-08-30 13:19:00,227.2700,227.4600,227.2700,227.4600,142189
2018-08-30 13:18:00,227.2600,227.3500,227.1200,227.2600,160202
2018-08-30 13:17:00,227.0253,227.2500,227.0200,227.2500,142411
2018-08-30 13:16:00,226.9700,227.1200,226.9500,227.0500,124397
2018-08-30 13:15:00,226.6000,226.9599,226.5900,226.9588,114928
2018-08-30 13:14:00,226.6800,226.6800,226.5700,226.5977,108635
2018-08-30 13:13:00,226.7800,226.7900,226.6200,226.6850,125714
2018-08-30 13:12:00,226.7600,226.8000,226.7500,226.7500,77386
2018-08-30 13:11:00,226.8400,226.8400,226.7100,226.7700,84600
2018-08-30 13:10:00,226.7600,226.8578,226.7500,226.8400,108360
2018-08-30 13:09:00,226.7890,226.7999,226.7080,226.7600,94613
2018-08-30 13:08:00,226.7200,226.8400,226.7000,226.7900,99936
2018-08-30 13:07:00,226.8799,226.8940,226.7300,226.7300,133567
2018-08-30 13:06:00,227.1600,227.1800,226.8200,226.8800,187999
2018-08-30 13:05:00,226.9400,227.2200,226.9300,227.1850,233347
2018-08-30 13:04:00,226.8600,226.9200,226.8100,226.9100,117115
2018-08-30 13:03:00,226.6600,226.9890,226.6300,226.8816,180869
2018-08-30 13:02:00,226.5800,226.7000,226.5800,226.6700,136434
2018-08-30 13:01:00,226.4199,226.6100,226.3899,226.5700,105273
2018-08-30 13:00:00,226.3145,226.4600,226.2900,226.3800,80103
2018-08-30 12:59:00,226.2660,226.3500,226.2100,226.3400,72107
2018-08-30 12:58:00,226.4400,226.4500,226.2300,226.2418,23028
2018-08-30 12:57:00,226.5000,226.5800,226.3900,226.4189,95601
2018-08-30 12:56:00,226.3700,226.5300,226.3400,226.4790,96455
2018-08-30 12:55:00,226.5459,226.5600,226.3500,226.3900,145239
2018-08-30 12:54:00,226.4200,226.6100,226.3900,226.5750,160153
2018-08-30 12:53:00,226.5900,226.5900,226.3400,226.4100,187692
2018-08-30 12:52:00,226.3750,226.6056,226.3600,226.6000,183850
2018-08-30 12:51:00,226.2450,226.3700,226.2000,226.3401,192923
2018-08-30 12:50:00,226.0700,226.3100,226.0425,226.2500,118467
2018-08-30 12:49:00,225.9632,226.2000,225.9632,226.0900,146660
2018-08-30 12:48:00,225.8800,226.0300,225.8800,225.9500,159265
2018-08-30 12:47:00,225.7300,225.8900,225.7300,225.8501,74177
2018-08-30 12:46:00,225.7200,225.7650,225.5650,225.7500,90763
2018-08-30 12:45:00,225.5800,225.7150,225.5300,225.7100,94146
2018-08-30 12:44:00,225.6000,225.6110,225.5500,225.5700,64292
2018-08-30 12:43:00,225.7465,225.7465,225.5890,225.5890,80045
2018-08-30 12:42:00,225.7800,225.8900,225.7500,225.7558,63394
2018-08-30 12:41:00,225.8799,225.8799,225.7428,225.7676,225043
2018-08-30 12:40:00,225.7859,225.9400,225.7859,225.8900,119803
2018-08-30 12:39:00,225.7000,225.8064,225.7000,225.8000,76017
2018-08-30 12:38:00,225.7400,225.7531,225.6500,225.6976,81975
2018-08-30 12:37:00,225.7428,225.7600,225.7100,225.7600,73718
2018-08-30 12:36:00,225.7200,225.7400,225.6500,225.7400,74163
2018-08-30 12:35:00,225.7000,225.7400,225.6700,225.7100,81039
2018-08-30 12:34:00,225.5600,225.7300,225.5510,225.6200,125965
2018-08-30 12:33:00,225.5200,225.5663,225.4900,225.5663,53986
2018-08-30 12:32:00,225.5400,225.5900,225.4900,225.5000,75429
2018-08-30 12:31:00,225.4600,225.5899,225.4600,225.5200,146940
2018-08-30 12:30:00,225.4400,225.4700,225.3800,225.4700,94246
2018-08-30 12:29:00,225.3200,225.4600,225.3100,225.4360,96630
2018-08-30 12:28:00,225.3900,225.3900,225.2300,225.3300,92548
2018-08-30 12:27:00,225.4700,225.4900,225.3700,225.4104,132505
2018-08-30 12:26:00,225.4000,225.4800,225.3900,225.4574,102610
2018-08-30 12:25:00,225.3100,225.4500,225.3100,225.4000,242114
2018-08-30 12:24:00,225.3150,225.4100,225.0900,225.3200,192372
2018-08-30 12:23:00,225.1600,225.3500,225.1280,225.3200,160028
2018-08-30 12:22:00,225.1700,225.2400,225.0700,225.1289,127876
2018-08-30 12:21:00,224.9100,225.2000,224.9100,225.0900,141839
2018-08-30 12:20:00,224.8750,225.0500,224.8700,224.9100,300254
2018-08-30 12:19:00,224.9000,224.9200,224.6800,224.8500,137712
2018-08-30 12:18:00,224.9100,224.9600,224.8601,224.8900,55077
2018-08-30 12:17:00,224.8300,224.9600,224.8300,224.9000,119925
2018-08-30 12:16:00,224.6200,224.8300,224.6100,224.8255,100163
2018-08-30 12:15:00,224.5500,224.6300,224.5400,224.6100,86063
2018-08-30 12:14:00,224.5300,224.5900,224.5300,224.5750,68921
2018-08-30 12:13:00,224.4500,224.5653,224.4500,224.5100,73175
2018-08-30 12:12:00,224.3500,224.4712,224.3400,224.4700,82406
2018-08-30 12:11:00,224.4000,224.4200,224.3400,224.3700,107938
2018-08-30 12:10:00,224.5000,224.5019,224.2800,224.3636,151452
2018-08-30 12:09:00,224.7400,224.7450,224.4300,224.4800,141226
2018-08-30 12:08:00,224.7818,224.8300,224.7200,224.7300,73529
2018-08-30 12:07:00,224.7200,224.8400,224.7200,224.7600,110082
2018-08-30 12:06:00,224.8425,224.8425,224.6600,224.7600,89252
2018-08-30 12:05:00,224.9750,224.9800,224.8500,224.8600,118199
2018-08-30 12:04:00,224.8800,224.9800,224.8700,224.9750,130106
2018-08-30 12:03:00,224.8700,224.8700,224.7700,224.8700,69726
2018-08-30 12:02:00,224.7800,224.8900,224.7800,224.8700,112319
2018-08-30 12:01:00,224.6600,224.7702,224.6250,224.7702,91102
2018-08-30 12:00:00,224.4900,224.6500,224.4900,224.6400,80831
2018-08-30 11:59:00,224.4500,224.4900,224.4500,224.4663,33755
2018-08-30 11:58:00,224.4590,224.4800,224.4450,224.4450,33534
2018-08-30 11:57:00,224.4300,224.4300,224.3500,224.4300,42175
2018-08-30 11:56:00,224.5000,224.5000,224.4300,224.4400,47145
2018-08-30 11:55:00,224.5900,224.5900,224.4600,224.5242,76307
2018-08-30 11:54:00,224.5501,224.6300,224.5300,224.6000,109686
2018-08-30 11:53:00,224.4000,224.5700,224.4000,224.5700,129022
2018-08-30 11:52:00,224.3850,224.4500,224.3400,224.3800,76269
2018-08-30 11:51:00,224.4111,224.4111,224.3400,224.3700,59608
2018-08-30 11:50:00,224.2296,224.4100,224.2296,224.4100,50633
2018-08-30 11:49:00,224.1500,224.2900,224.1300,224.2500,70144
2018-08-30 11:48:00,224.1600,224.1932,224.0700,224.1300,77979
2018-08-30 11:47:00,224.0521,224.2300,224.0510,224.1533,78922
2018-08-30 11:46:00,224.0400,224.0500,223.9600,224.0410,44106
2018-08-30 11:45:00,224.0300,224.0800,224.0300,224.0500,40866
2018-08-30 11:44:00,224.0500,224.0800,223.9900,223.9900,53052
2018-08-30 11:43:00,224.0500,224.0700,224.0200,224.0493,51585
2018-08-30 11:42:00,224.0200,224.0860,224.0200,224.0600,58771
2018-08-30 11:41:00,223.9200,224.0500,223.9000,224.0300,55357
2018-08-30 11:40:00,224.0300,224.0300,223.9100,223.9350,45142
2018-08-30 11:39:00,223.9900,223.9900,223.9600,223.9800,31340
2018-08-30 11:38:00,224.0446,224.0446,223.9900,224.0000,35464
2018-08-30 11:37:00,224.1000,224.1000,224.0200,224.0600,32737
2018-08-30 11:36:00,223.9300,224.0600,223.9300,224.0400,71628
2018-08-30 11:35:00,223.9700,224.0700,223.9300,223.9300,47818
2018-08-30 11:34:00,224.0300,224.0300,223.8800,223.9710,65464
2018-08-30 11:33:00,224.0400,224.0800,224.0400,224.0400,30255
2018-08-30 11:32:00,224.1400,224.1400,224.0300,224.0500,35412
2018-08-30 11:31:00,224.0600,224.1500,224.0500,224.1104,45252
2018-08-30 11:30:00,223.8800,224.0725,223.8800,224.0725,56147
2018-08-30 11:29:00,223.8900,223.8900,223.7467,223.8500,55607
2018-08-30 11:28:00,223.8500,223.8700,223.8001,223.8675,39398
2018-08-30 11:27:00,223.8800,223.8800,223.7850,223.8600,57087
2018-08-30 11:26:00,223.9000,223.9010,223.7800,223.8500,89298
2018-08-30 11:25:00,223.9000,223.9400,223.8625,223.9099,63182
2018-08-30 11:24:00,224.0400,224.0450,223.8800,223.8800,105323
2018-08-30 11:23:00,224.1200,224.1558,224.0000,224.0100,75230
2018-08-30 11:22:00,224.0500,224.2200,224.0500,224.1000,74898
2018-08-30 11:21:00,224.1400,224.1400,223.9750,224.0400,103289
2018-08-30 11:20:00,224.2400,224.2900,224.1200,224.1400,94490
2018-08-30 11:19:00,224.4400,224.4750,224.2399,224.2404,151033
2018-08-30 11:18:00,224.3200,224.4500,224.3200,224.4200,70975
2018-08-30 11:17:00,224.2900,224.3700,224.2900,224.3496,91278
2018-08-30 11:16:00,224.1899,224.3600,224.1899,224.3600,105082
2018-08-30 11:15:00,224.0300,224.2400,224.0200,224.2300,171164
2018-08-30 11:14:00,223.9800,224.0000,223.8600,223.9900,73891
2018-08-30 11:13:00,223.8500,224.0100,223.8500,223.9208,67689
2018-08-30 11:12:00,223.9700,224.0200,223.7931,223.7931,104377
2018-08-30 11:11:00,223.9450,223.9700,223.8458,223.9668,83273
2018-08-30 11:10:00,223.6200,223.9150,223.6200,223.9150,82258
2018-08-30 11:09:00,223.6200,223.6280,223.5600,223.5941,46819
2018-08-30 11:08:00,223.6211,223.7500,223.6211,223.6350,45613
2018-08-30 11:07:00,223.7400,223.7400,223.5301,223.6000,108620
2018-08-30 11:06:00,223.8599,223.8600,223.7200,223.7200,81597
2018-08-30 11:05:00,223.6260,223.8628,223.6260,223.8628,119015
2018-08-30 11:04:00,223.5700,223.6500,223.5700,223.6500,64244
2018-08-30 11:03:00,223.4700,223.5700,223.4700,223.5400,58276
2018-08-30 11:02:00,223.3600,223.4400,223.3260,223.4400,57270
2018-08-30 11:01:00,223.4800,223.4800,223.3600,223.3610,79733
2018-08-30 11:00:00,223.4300,223.5343,223.4300,223.4500,85509
2018-08-30 10:59:00,223.6048,223.6300,223.4100,223.4275,87897
2018-08-30 10:58:00,223.6000,223.6399,223.6000,223.6051,90165
2018-08-30 10:57:00,223.6400,223.7090,223.6100,223.6100,80825
2018-08-30 10:56:00,223.8300,223.8900,223.6000,223.6047,240370
2018-08-30 10:55:00,223.6999,223.8600,223.6999,223.8600,90855
2018-08-30 10:54:00,223.6400,223.6959,223.6400,223.6700,53114
2018-08-30 10:53:00,223.6000,223.6500,223.5900,223.6500,53764
2018-08-30 10:52:00,223.6010,223.6010,223.5339,223.5900,101978
2018-08-30 10:51:00,223.4000,223.6200,223.4000,223.6000,88152
2018-08-30 10:50:00,223.4100,223.4889,223.4100,223.4510,61181
2018-08-30 10:49:00,223.4400,223.4400,223.3600,223.3800,42382
2018-08-30 10:48:00,223.4000,223.4200,223.3400,223.4000,52778
2018-08-30 10:47:00,223.2430,223.3800,223.2400,223.3800,65340
2018-08-30 10:46:00,223.0100,223.2500,223.0100,223.2499,59013
2018-08-30 10:45:00,223.1200,223.1200,223.0110,223.0110,93280
2018-08-30 10:44:00,223.1100,223.1700,223.0900,223.1200,55969
2018-08-30 10:43:00,223.1900,223.2300,223.1400,223.1400,62844
2018-08-30 10:42:00,223.0900,223.2800,223.0900,223.2000,96760
2018-08-30 10:41:00,223.1750,223.1750,223.0800,223.0800,71920
2018-08-30 10:40:00,223.0800,223.1800,223.0800,223.1800,37368
2018-08-30 10:39:00,223.0600,223.1000,222.9900,223.0500,76166
2018-08-30 10:38:00,222.9900,223.0300,222.9600,223.0200,59455
2018-08-30 10:37:00,223.0800,223.0800,222.9499,222.9730,59865
2018-08-30 10:36:00,223.0300,223.0942,223.0200,223.0942,45009
2018-08-30 10:35:00,222.8900,223.0900,222.8800,223.0900,76120
2018-08-30 10:34:00,222.8800,222.9400,222.8500,222.8958,44466
2018-08-30 10:33:00,222.7900,222.8850,222.6800,222.8850,54087
2018-08-30 10:32:00,222.7200,222.8100,222.7000,222.7950,34043
2018-08-30 10:31:00,222.8300,222.8300,222.7200,222.7563,99634
2018-08-30 10:30:00,222.9600,222.9600,222.8200,222.8300,57008
2018-08-30 10:29:00,223.0200,223.0200,222.9250,222.9300,109262
2018-08-30 10:28:00,223.0400,223.0950,223.0200,223.0300,30910
2018-08-30 10:27:00,223.0400,223.0600,223.0100,223.0400,60449
2018-08-30 10:26:00,223.1100,223.1800,223.0450,223.0450,50545
2018-08-30 10:25:00,223.3100,223.3300,223.1300,223.1300,87515
2018-08-30 10:24:00,223.2300,223.3000,223.2200,223.2800,53612
2018-08-30 10:23:00,223.1550,223.2780,223.1500,223.2200,66235
2018-08-30 10:22:00,223.2100,223.2429,223.1105,223.1418,90090
2018-08-30 10:21:00,223.3863,223.4599,223.2100,223.2100,83054
2018-08-30 10:20:00,223.4912,223.5530,223.3979,223.4000,121203
2018-08-30 10:19:00,223.4400,223.4900,223.3500,223.4500,73327
2018-08-30 10:18:00,223.2009,223.4300,223.2009,223.4300,89514
2018-08-30 10:17:00,223.1400,223.2400,223.1400,223.2000,56750
2018-08-30 10:16:00,223.1500,223.1800,223.1400,223.1400,62611
2018-08-30 10:15:00,223.0900,223.1700,223.0900,223.1500,85834
2018-08-30 10:14:00,223.1200,223.1200,223.0500,223.1100,42344
2018-08-30 10:13:00,222.9741,223.1000,222.9741,223.1000,52069
2018-08-30 10:12:00,222.9600,222.9600,222.8996,222.9490,48983
2018-08-30 10:11:00,222.9700,223.0438,222.9500,222.9700,58318
2018-08-30 10:10:00,222.9786,223.0300,222.9200,222.9500,80949
2018-08-30 10:09:00,222.9500,222.9500,222.8400,222.9000,73192
2018-08-30 10:08:00,223.0688,223.0688,222.9600,222.9800,78228
2018-08-30 10:07:00,223.1300,223.1400,223.0300,223.0700,136057
2018-08-30 10:06:00,222.9400,223.2100,222.9200,223.1700,120681
2018-08-30 10:05:00,222.6700,223.0000,222.6700,222.9706,127367
2018-08-30 10:04:00,222.4800,222.6600,222.4800,222.6600,81660
2018-08-30 10:03:00,222.6350,222.6350,222.4100,222.4700,109709
2018-08-30 10:02:00,222.6190,222.6370,222.5100,222.6370,97450
2018-08-30 10:01:00,222.7011,222.7011,222.5700,222.6300,100150
2018-08-30 10:00:00,222.6600,222.7200,222.4214,222.6800,254820
2018-08-30 09:59:00,222.8000,222.8100,222.6500,222.6600,95830
2018-08-30 09:58:00,222.7900,222.9400,222.7700,222.8100,90435
2018-08-30 09:57:00,222.7258,222.8700,222.6700,222.8600,111522
2018-08-30 09:56:00,223.0500,223.0500,222.7100,222.7500,139991
2018-08-30 09:55:00,223.0967,223.2200,223.0800,223.1100,70149
2018-08-30 09:54:00,222.8700,223.0600,222.8300,223.0600,74937
2018-08-30 09:53:00,222.8394,222.9500,222.8100,222.9200,81206
2018-08-30 09:52:00,222.7400,222.8400,222.6300,222.7696,126389
2018-08-30 09:51:00,222.8100,222.8655,222.7201,222.7201,67171
2018-08-30 09:50:00,222.8600,222.9700,222.8050,222.8501,113262
2018-08-30 09:49:00,223.2400,223.2400,222.9100,222.9100,141497
2018-08-30 09:48:00,223.2600,223.4400,223.2400,223.2400,107019
2018-08-30 09:47:00,223.3800,223.4300,223.3000,223.3000,113499
2018-08-30 09:46:00,223.3000,223.4799,223.3000,223.3700,143668
2018-08-30 09:45:00,223.2300,223.3700,222.9901,223.3300,205982
2018-08-30 09:44:00,222.7700,223.2200,222.7700,223.2200,189923
2018-08-30 09:43:00,222.8100,222.8400,222.6699,222.8120,87427
2018-08-30 09:42:00,222.8500,222.8700,222.6510,222.8000,102919
2018-08-30 09:41:00,222.7300,222.8900,222.6600,222.8400,135659
2018-08-30 09:40:00,223.0000,223.1300,222.5535,222.6875,290086
2018-08-30 09:39:00,223.3807,223.4000,222.9200,223.0400,298285
2018-08-30 09:38:00,223.6677,223.8101,223.3353,223.4484,218244
2018-08-30 09:37:00,223.7900,223.8200,223.5600,223.6100,209795
2018-08-30 09:36:00,224.5100,224.5100,223.8100,223.8100,297633
2018-08-30 09:35:00,224.1800,224.4603,224.1800,224.4603,199709
2018-08-30 09:34:00,224.2200,224.2500,224.0200,224.1500,256437
