minute,open-aapl,high-aapl,low-aapl,close-aapl,volume-aapl,reach_sum,virality_mean,influence_score_sum,followers_mean,like_count,comment_count,share_count,tweet_count,love_count,retweet_count,positive_sentiment,negative_sentiment,score,open-apc,high-apc,low-apc,close-apc,volume-apc
2018-08-20 00:22:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:23:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:24:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:25:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:26:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:27:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:28:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:29:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:30:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:31:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:32:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:33:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:34:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:35:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:36:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:37:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:38:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:39:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:40:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:41:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:42:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:43:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:44:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:45:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:46:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:47:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:48:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:49:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:50:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:51:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:52:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:53:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:54:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:55:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:56:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:57:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:58:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 00:59:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:00:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:01:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:02:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:03:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:04:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:05:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:06:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:07:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:08:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:09:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:10:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:11:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:12:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:13:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:14:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:15:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:16:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:17:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:18:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:19:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:20:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:21:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:22:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:23:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:24:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:25:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:26:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:27:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:28:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:29:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:30:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:31:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:32:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:33:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:34:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:35:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:36:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:37:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:38:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:39:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:40:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:41:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:42:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:43:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:44:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:45:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:46:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:47:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:48:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:49:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:50:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:51:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:52:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:53:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:54:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:55:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:56:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:57:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:58:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 01:59:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:00:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:01:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:02:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:03:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:04:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:05:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:06:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:07:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:08:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:09:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:10:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:11:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:12:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:13:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:14:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:15:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:16:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:17:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:18:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:19:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:20:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:21:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:22:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:23:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:24:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:25:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:26:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:27:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:28:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:29:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:30:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:31:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:32:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:33:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:34:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:35:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:36:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:37:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:38:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:39:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:40:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:41:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:42:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:43:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:44:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:45:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:46:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:47:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:48:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:49:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:50:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:51:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:52:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:53:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:54:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:55:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:56:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:57:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:58:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 02:59:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:00:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:01:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:02:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:03:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:04:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:05:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:06:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:07:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:08:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:09:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:10:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:11:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:12:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:13:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:14:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:15:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:16:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:17:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:18:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:19:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:20:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:21:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:22:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
2018-08-20 03:23:00,216.5,216.68,216.4,216.68,449019.0,,,,,,,,,,,,,,186.0,186.4,186.0,186.4,37.0
